verse_key,translation
72:11,sungguh jin saleh balik tempuh jalan
72:12,sungguh jin duga lepas kuasa allah bumi lari lepas
72:13,sungguh jin dengar tunjuk iman barangsiapa iman tuhan takut rugi dosa
72:14,islam simpang benar islam pilih jalan lurus
72:15,simpang benar bahan bakar neraka jahanam
72:16,jalan lurus jalan agama islam niscaya curah air
72:17,uji barangsiapa paling ingat tuhan niscaya azab berat
72:18,sungguh allah sembah dalam allah
72:19,sungguh hamba allah muhammad diri laksana salat desa kerumun
72:20,muhammad sungguh sembah tuhan sekutu
72:21,muhammad kuasa tolak mudarat baik kepada
72:22,muhammad sungguh lindung azab allah oleh lindung
72:23,ingat allah barangsiapa durhaka allah sungguh azab neraka jahanam kekal dalam
72:24,azab ancam lemah tolong
72:25,muhammad azab ancam kepada tuhan tetap
72:26,gaib gaib
72:27,kecuali rasul sungguh ada malaikat belakang
72:28,sungguh risalah tuhan liput hitung satu
73:1,orang selimut muhammad
73:2,bangun salat malam kecuali
73:3,paruh
73:4,dua baca
73:5,sungguh turun kata berat kepada
73:6,sungguh bangun malam kuat isi jiwa baca kesan
73:7,sungguh siang engkau sibuk
73:8,nama tuhan ibadah sepenuh hati
73:9,tuhan timur barat tuhan jadi lindung
73:10,sabar muhammad tinggal
73:11,biar tindak dusta milik nikmat hidup ilah tangguh sebentar
73:12,sungguh sisi berat neraka
73:13,makan sumbat kerongkongan azab pedih
73:14,ingat bumi guncang keras jadi onggok pasir curah
73:15,sungguh utus rasul muhammad saksi hadap utus rasul fir aun
73:16,fir aun durhaka rasul siksa siksa berat
73:17,jaga diri kafir jadi uban
73:18,langit belah janji allah laksana
73:19,sungguh ingat barangsiapa niscaya ambil jalan lurus tuhan
73:20,sungguh tuhan engkau muhammad diri salat tiga malam dua malam tiga golong sama allah tetap ukur malam siang allah tentu ringan kepada baca mudah bagi sakit jalan bumi cari karunia allah perang jalan allah baca mudah bagi laksana salat tunai zakat beri pinjam allah pinjam baik buat diri niscaya oleh balas nya sisi allah balas pahala mohon ampun allah sungguh allah maha kam maha sayang
74:1,orang kemul selimut
74:2,bangun ilah ingat
74:3,agung tuhan
74:4,sih pakai
74:5,tinggal buat keji
74:6,engkau muhammad maksud oleh balas
74:7,tuhan sabar
74:8,sangkakala tiup
74:9,serba sulit
74:10,kafir mudah
74:11,biar tindak orang cipta
74:12,kaya limpah
74:13,sama
74:14,lapang hidup
74:15,tambah
74:16,sungguh tentang
74:17,beban daki payah
74:18,sungguh pikir tetap tetap
74:19,celaka tetap
74:20,celaka tetap
74:21,renung pikir
74:22,wajah masam cemberut
74:23,paling benar sombong
74:24,sihir ajar
74:25,kata manusia
74:26,kelak masuk neraka saqar
74:27,tahu neraka saqar
74:28,saqar tinggal biar
74:29,hangus kulit manusia
74:30,atas sembilan belas malaikat jaga
74:31,jadi jaga neraka malaikat tentu bilang coba kafir kitab orang iman tambah iman kitab mukmin hati sakit kafir hendak allah bilang umpama allah biar sesat hendak tunjuk hendak bala tentara tuhan kecuali saqar ingat manusia
74:32,
74:33,malam
74:34,subuh terang
74:35,sesunggunya saqar salah bencana
74:36,ingat manusia
74:37,maju mundur
74:38,orang tanggung laku
74:39,kecuali golong kanan
74:40,surga
74:41,dosa
74:42,sebab masuk neraka saqar
74:43,laksana salat
74:44,makan orang miskin
74:45,bincang tuju batil bicara
74:46,dusta balas
74:47,mati
74:48,guna syafaat tolong syafaat
74:49,kafir paling ingat allah
74:50,keledai liar lari kejut
74:51,lari singa
74:52,orang kitab buka
74:53,takut akhirat
74:54,sungguh ingat
74:55,barangsiapa ambil ajar dari
74:56,ambil ajar dari kecuali allah hendak tuhan patut takwa hak ampun
75:1,sumpah kiamat
75:2,sumpah jiwa sali
75:3,manusia kumpul
75:4,susun sempurna
75:5,manusia maksiat
75:6,kiamat
75:7,mata belalak takut
75:8,hilang cahaya
75:9,matahari kumpul
75:10,manusia lari
75:11,lindung
75:12,tuhan
75:13,berita manusia kerja lalai
75:14,manusia saksi
75:15,muka
75:16,engkau muhammad gerak lidah baca kuasa nya
75:17,sungguh kumpul dada baca
75:18,selesai baca ikut baca
75:19,sungguh jelas
75:20,cinta hidup dunia
75:21,abai hidup akhirat
75:22,orang mukmin
75:23,pandang tuhan
75:24,orang kafir muram
75:25,timpa malapetaka dahsyat
75:26,nyawa kerongkongan
75:27,sembuh
75:28,pisah dunia
75:29,taut betis kiri betis kanan
75:30,tuhan halau
75:31,benar rasul laksana salat
75:32,dusta rasul paling benar
75:33,pergi keluarga sombong
75:34,celaka celaka
75:35,celaka manusia celaka
75:36,manusia biar pertanggungjawaban
75:37,tetes mani tumpah rahim
75:38,mani lekat allah cipta sempurna
75:39,jadi dari pasang perempuan
75:40,allah buat kuasa hidup orang mati
76:1,manusia
76:2,sungguh cipta manusia tetes mani campur uji perintah larang jadi dengar
76:3,sungguh jalan lurus syukur kufur
76:4,sungguh sedia kafir rantai belenggu neraka
76:5,sungguh buat kebaji minum gelas isi minum campur air kafur
76:6,mata air surga minum allah pancar
76:7,penuh nazar takut azab rata
76:8,makan suka orang miskin anak yatim orang tawan
76:9,sungguh makan kepada harap rida allah harap balas terima kasih
76:10,sungguh takut azab tuhan wajah masam penuh sulit
76:11,allah lindung susah ceria gembira
76:12,balas sabar surga pakai sutera
76:13,duduk sandar dipan rasa terik matahari dingin
76:14,naung pohon nya mudah petik buah nya
76:15,edar perak bening laksana kristal
76:16,kristal jernih buat perak tentu ukur sesuai hendak
76:17,gelas minum campur jahe
76:18,mata air surga nama salsabil
76:19,keliling pemuda muda mutiara tabur
76:20,engkau surga niscaya engkau nikmat raja
76:21,pakai sutera halus hijau sutera tebal pakai gelang buat perak tuhan minum bersih suci
76:22,balas untuk usaha terima aku allah
76:23,sungguh turun kepada muhammad
76:24,sabar laksana tetap tuhan engkau ikut orang dosa orang kafir
76:25,nama tuhan pagi petang
76:26,malam sujud tasbih malam
76:27,sungguh orang kafir cinta hidup dunia tinggal berat akhirat belakang
76:28,cipta kuat sendi tubuh ganti
76:29,sungguh ingat barangsiapa baik ambil jalan tuhan
76:30,tempuh jalan kecuali allah hendak allah sungguh allah maha mahabijaksana
76:31,masuk hendak surga zalim azab pedih
77:1,utus bawa baik
77:2,terbang kencang
77:3,sebar rahmat allah
77:4,beda buruk
77:5,wahyu
77:6,tolak ingat
77:7,sungguh janji kepada
77:8,hapus
77:9,langit belah
77:10,hancur debu
77:11,tetap
77:12,niscaya tangguh azab kafir
77:13,putus
77:14,tahu
77:15,celaka dusta benar
77:16,binasa
77:17,susul azab
77:18,laku dosa
77:19,celaka dusta benar
77:20,cipta air hina mani
77:21,letak kokoh rahim
77:22,tentu
77:23,tentu bentuk tentu
77:24,celaka dusta benar
77:25,jadi bumi kumpul
77:26,hidup mati
77:27,jadi minum air tawar
77:28,celaka dusta benar
77:29,pergi azab dusta
77:30,pergi naung asap api neraka cabang
77:31,lindung tolak nyala api neraka
77:32,sungguh neraka sembur bunga api istana
77:33,unta kuning
77:34,celaka dusta benar
77:35,bicara
77:36,izin muka alas maaf
77:37,celaka dusta benar
77:38,putus kumpul
77:39,tipu daya laku tipu daya
77:40,celaka dusta benar
77:41,sungguh takwa naung pohon surga teduh mata air
77:42,suka
77:43,makan minum nikmat balas kerja
77:44,sungguh balas buat
77:45,celaka dusta benar
77:46,kafir makan dunia sebentar sungguh durhaka
77:47,celaka dusta benar
77:48,rukuk rukuk
77:49,celaka dusta benar
77:50,ajar mana iman
78:1,
78:2,berita bangkit
78:3,selisih
78:4,kelak
78:5,kelak
78:6,jadi bumi hampar
78:7,pasak
78:8,cipta
78:9,jadi tidur istirahat
78:10,jadi malam pakai
78:11,jadi siang cari hidup
78:12,bangun tujuh langit kokoh
78:13,jadi pelita matahari
78:14,turun awan air hujan curah hebat
78:15,tumbuh air
78:16,rindang
78:17,sungguh putus tetap
78:18,sangkakala tiup
78:19,langit buka dapat pintu
78:20,jalan fatamorgana
78:21,sungguh neraka jahanam intai jaga awas isi neraka
78:22,lampau batas
78:23,tinggal
78:24,rasa sejuk dalam minum
78:25,air didih nanah
78:26,balas timpal
78:27,sungguh harap hitung
78:28,dusta
78:29,catat kitab buku catat amal manusia
78:30,rasa tambah kepada azab
78:31,sungguh takwa menang
78:32,buah anggur
78:33,montok baya
78:34,penuh isi minum
78:35,dengar cakap kata dusta
78:36,balas beri tuhan
78:37,tuhan pelihara langit bumi maha asih bicara
78:38,ruh malaikat diri kecuali izin tuhan maha asih
78:39,barang niscaya tempuh jalan tuhan
78:40,sungguh ingat kepada orang kafir azab manusia tangan orang kafir alangkah baik anda tanah
79:1,malaikat cabut nyawa keras
79:2,malaikat cabut nyawa lemah lembut
79:3,malaikat turun langit cepat
79:4,malaikat dahulu kencang
79:5,malaikat atur urus dunia
79:6,sungguh bangkit tiup guncang alam
79:7,tiup iring tiup
79:8,hati manusia takut
79:9,pandang tunduk
79:10,kafir kembali hidup
79:11,bangkit tulang belulang hancur
79:12,kembali rugi
79:13,kembali tiup
79:14,hidup bumi
79:15,kepada muhammad kisah musa
79:16,tuhan panggil musa lembah suci lembah tuwa
79:17,pergi engkau fir aun sungguh lampau batas
79:18,fir aun ada ingin bersih sesat
79:19,engkau pimpin jalan tuhan engkau takut
79:20,musa mukjizat
79:21,fir aun dusta durhaka
79:22,paling seraya usaha tantang musa
79:23,kumpul seru panggil kaum
79:24,seraya tuhan
79:25,allah hukum azab akhirat siksa dunia
79:26,sungguh ajar orang takut allah
79:27,cipta hebat langit
79:28,tinggi bangun sempurna
79:29,jadi malam gelap gulita jadi siang terang benderang
79:30,bumi hampar
79:31,dari pancar mata air tumbuh
79:32,pancang teguh
79:33,senang ternak
79:34,malapetaka kiamat
79:35,manusia kerja
79:36,neraka orang
79:37,orang lampau batas
79:38,utama hidup dunia
79:39,sungguh neraka tinggal
79:40,takut besar tuhan tahan hawa nafsu
79:41,sungguh surga tinggal nya
79:42,kafir kepada muhammad kiamat
79:43,engkau sebut
79:44,tuhan kembali sudah tentu
79:45,engkau muhammad beri ingat takut kiamat
79:46,kiamat suasana hebat sebentar tinggal dunia sore pagi
80:1,muhammad wajah masam paling
80:2,buta abdullah bin ummi maktum
80:3,tahu engkau muhammad barangkali suci dosa
80:4,ajar manfaat
80:5,orang serba quraisy
80:6,engkau muhammad perhati
80:7,cela atas suci iman
80:8,orang kepada segera ajar
80:9,takut allah
80:10,engkau muhammad abai
80:11,sungguh allah ingat
80:12,barangsiapa perhati
80:13,mulia sisi allah
80:14,tinggi suci
80:15,tangan utus malaikat
80:16,mulia bakti
80:17,celaka manusia alangkah kufur
80:18,allah cipta
80:19,tetes mani cipta tentu
80:20,jalan mudah
80:21,mati kubur
80:22,bangkit
80:23,manusia laksana allah perintah
80:24,manusia perhati makan
80:25,curah air limpah langit
80:26,belah bumi
80:27,tumbuh
80:28,anggur
80:29,zaitun pohon kurma
80:30,rindang
80:31,rumput
80:32,senang ternak
80:33,suara pekak tiup sangkakala
80:34,manusia lari saudara
80:35,bapak
80:36,istri
80:37,orang urus sibuk
80:38,
80:39,tertawa gembira ria
80:40,tutup debu suram
80:41,tutup gelap timpa hina susah
80:42,kafir durhaka
81:1,matahari gulung
81:2,jatuh
81:3,hancur
81:4,bunting tinggal urus
81:5,liar kumpul
81:6,laut panas
81:7,temu tubuh
81:8,perempuan kubur
81:9,dosa bunuh
81:10,catat amal buka
81:11,langit lenyap
81:12,neraka jahim nyala
81:13,surga dekat
81:14,jiwa kerja
81:15,sumpah
81:16,edar benam
81:17,malam larut
81:18,subuh fajar singsing
81:19,sungguh firman allah bawa utus mulia jibril
81:20,milik kuat milik duduk sisi allah milik arsy
81:21,alam malaikat taat percaya
81:22,teman muhammad orang gila
81:23,sungguh muhammad jibril ufuk terang
81:24,muhammad kikir enggan terang gaib
81:25,kata setan kutuk
81:26,mana pergi
81:27,ingat alam
81:28,tempuh jalan lurus
81:29,tempuh jalan kecuali hendak allah tuhan alam
82:1,langit belah
82:2,jatuh sera
82:3,laut jadi luap
82:4,bongkar
82:5,jiwa lalai nya
82:6,manusia daya buat durhaka tuhan mahamulia
82:7,cipta sempurna jadi jadi susun tubuh mu imbang
82:8,bentuk hendak susun tubuh
82:9,dusta balas
82:10,sungguh awas kerja
82:11,mulia sisi allah catat amal buat
82:12,kerja
82:13,sungguh bakti surga penuh nikmat
82:14,sungguh durhaka neraka
82:15,masuk dalam balas
82:16,neraka
82:17,tahu balas
82:18,tahu balas
82:19,daya tolong orang urus kuasa allah
83:1,celaka curang takar timbang
83:2,terima takar orang cukup
83:3,takar timbang orang kurang
83:4,sungguh bangkit
83:5,
83:6,orang bangkit hadap tuhan alam
83:7,sungguh catat orang durhaka simpan sijjin
83:8,tahu engkau sijjin
83:9,kitab isi catat amal
83:10,celaka dusta
83:11,dusta balas
83:12,dusta balas kecuali orang lampau batas dosa
83:13,baca dongeng
83:14,kerja tutup hati
83:15,sungguh halang tuhan
83:16,sungguh masuk neraka
83:17,azab dusta
83:18,sungguh catat bakti simpan illiyyin
83:19,tahu engkau illiyyin
83:20,kitab isi catat amal
83:21,saksi dekat allah
83:22,sungguh bakti surga penuh nikmat
83:23,duduk lepas pandang
83:24,wajah senang hidup penuh nikmat
83:25,minum khamar murni mabuk tempat dilak segel
83:26,lak kasturi orang
83:27,campur tasnim
83:28,mata air minum allah
83:29,sungguh dosa tertawa iman
83:30,iman lintas hadap mata
83:31,kaum gembira ria
83:32,mukmin sungguh sesat
83:33,dosa utus jaga mukmin
83:34,iman tertawa kafir
83:35,duduk lepas pandang
83:36,kafir balas hukum buat
84:1,langit belah
84:2,patuh tuhan mesti patuh
84:3,bumi rata
84:4,muntah dalam kosong
84:5,patuh tuhan mesti patuh
84:6,manusia sungguh keras tuhan
84:7,orang catat belah kanan
84:8,periksa periksa mudah
84:9,keluarga iman gembira
84:10,orang catat belah
84:11,teriak celaka
84:12,masuk api neraka
84:13,sungguh dunia gembira kalang keluarga kafir
84:14,sungguh tuhan
84:15,sungguh tuhan
84:16,sumpah cahaya merah senja
84:17,malam selubung
84:18,purnama
84:19,sungguh jalan tingkat tingkat hidup
84:20,iman
84:21,baca sujud
84:22,kafir dusta nya
84:23,allah sembunyi hati
84:24,sampai ancam azab pedih
84:25,kecuali iman kebaji pahala
85:1,langit gugus bintang
85:2,janji
85:3,saksi saksi
85:4,binasa parit besar najran yaman
85:5,rap kayu bakar
85:6,duduk
85:7,saksi buat mukmin
85:8,siksa mukmin mukmin iman allah mahaperkasa maha puji
85:9,milik raja langit bumi allah maha saksi
85:10,sungguh coba bencana bunuh siksa mukmin perempuan tobat azab jahanam azab neraka bakar
85:11,sungguh iman kebaji surga alir bawah menang agung
85:12,sungguh azab tuhan keras
85:13,sungguh makhluk hidup
85:14,maha kam maha asih
85:15,milik arsy mahamulia
85:16,mahakuasa buat hendak
85:17,kepada berita bala tentara tentang
85:18,fir aun samud
85:19,kafir dusta
85:20,allah kepung lolos
85:21,dusta mulia
85:22,simpan jaga lauh mahfuzh
86:1,langit malam
86:2,tahu malam
86:3,bintang sinar tajam
86:4,orang jaga
86:5,manusia perhati cipta
86:6,cipta air mani pancar
86:7,tulang punggung sulbi tulang dada
86:8,sungguh allah kuasa kembali hidup mati
86:9,tampak rahasia
86:10,manusia kuat tolong
86:11,langit kandung hujan
86:12,bumi
86:13,sungguh firman pisah hak batil
86:14,sendagurauan
86:15,sungguh orang kafir rencana tipu daya jahat
86:16,rencana tipu daya jitu
86:17,ilah tangguh kafir ilah sempat
87:1,suci nama tuhan mahatinggi
87:2,cipta sempurna
87:3,tentu kadar tunjuk
87:4,tumbuh rumput
87:5,kering
87:6,baca kepada muhammad engkau lupa
87:7,kecuali allah sungguh terang sembunyi
87:8,mudah bagi jalan mudah capai bahagia dunia akhirat
87:9,beri ingat ingat manfaat
87:10,orang takut allah ajar
87:11,celaka kafir jauh
87:12,orang pasuk api neraka
87:13,mati hidup
87:14,sungguh untung orang suci iman
87:15,nama tuhan salat
87:16,kafir pilih hidup dunia
87:17,hidup akhirat kekal
87:18,sungguh
87:19,ibrahim musa
88:1,kepada berita kiamat
88:2,wajah tunduk hina
88:3,keras payah
88:4,pasuk api panas neraka
88:5,minum sumber mata air panas
88:6,makan pohon dur
88:7,gemuk hilang lapar
88:8,wajah
88:9,senang usaha
88:10,surga
88:11,dengar kata guna
88:12,mata air alir
88:13,tinggi
88:14,sedia dekat
88:15,sandar susun
88:16,hampar
88:17,perhati unta cipta
88:18,langit tinggi
88:19,tegak
88:20,bumi hampar
88:21,ilah ingat sungguh engkau muhammad beri ingat
88:22,engkau orang kuasa
88:23,kecuali orang paling kafir
88:24,allah azab azab
88:25,sungguh
88:26,sungguh wajib hitung
89:1,fajar
89:2,malam puluh
89:3,genap ganjil
89:4,malam
89:5,ada sumpah terima akal
89:6,engkau muhammad perhati tuhan buat kaum ad
89:7,duduk iram ibukota kaum ad
89:8,bangun kota
89:9,kaum samud potong lembah
89:10,fir aun bangun
89:11,buat negeri
89:12,buat rusa negeri
89:13,tuhan timpa cemeti azab
89:14,sungguh tuhan awas
89:15,manusia tuhan uji mulia beri senang tuhan mulia
89:16,tuhan uji batas rezeki tuhan hina
89:17,mulia anak yatim
89:18,ajak makan orang miskin
89:19,makan harta waris mencampurbaurkan halal haram
89:20,cinta harta cinta
89:21,bumi guncang bentur
89:22,datang tuhan malaikat
89:23,neraka jahanam sadar manusia guna bagi sadar
89:24,alangkah baik kebaji hidup
89:25,azab adil
89:26,ikat
89:27,jiwa tenang
89:28,kembali tuhan hati rida
89:29,masuk golong
89:30,masuk
90:1,sumpah negeri mekah
90:2,engkau muhammad tempat negeri mekah
90:3,tali anak
90:4,sungguh cipta manusia susah payah
90:5,manusia kuasa atas
90:6,habis harta
90:7,
90:8,jadi untuk pasang mata
90:9,lidah pasang bibir
90:10,jalan kebaji jahat
90:11,tempuh jalan daki sukar
90:12,tahu jalan daki sukar
90:13,lepas budak hamba sahaya
90:14,makan lapar
90:15,anak yatim hubung kerabat
